"rank","instrument","score","pct_rank","close","ret_5d","ret_20d","ann_vol_20d","sector","sic_description","news_count_5d","news_pos_count_5d","news_neg_count_5d","news_sentiment","most_recent_published_utc","pub_lag_days","pub_hour_utc","most_recent_title","most_recent_reasoning","most_recent_keywords","rule_avoid_high_precision","rule_buy_high_precision","rule_buy_legal_veto"
"11","EPAM","0.20670030416504404","0.020874751491053677","113.77999877929688","-0.05787861347198486","-0.15793365240097046","0.38769468665122986","Services","SERVICES-COMPUTER PROGRAMMING SERVICES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"12","LYB","0.20614407544409366","0.02286282306163022","74.5999984741211","0.05486416816711426","-0.02750617265701294","0.6378729343414307","Manufacturing","INDUSTRIAL ORGANIC CHEMICALS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"13","MPWR","0.20607718960727606","0.02485089463220676","1614.4100341796875","0.013968348503112793","0.4420684576034546","0.5356230139732361","Manufacturing","SEMICONDUCTORS & RELATED DEVICES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"14","GLW","0.2045848329316719","0.0268389662027833","164.24000549316406","-0.031032443046569824","0.1535327434539795","0.6768609285354614","Manufacturing","DRAWING & INSULATING OF NONFERROUS WIRE","2","2","0","POS","2026-04-29T04:30:00Z","0.8125","4.0","[Latest] Global Cell Culture Media Bags Market Size/Share Worth USD 2.28 Billion by 2035 at a 5.8% CAGR: Healthcare Foresights (Analysis, Outlook, Leaders, Repo","Key market participant in cell culture media bags sector, positioned to capitalize on growing demand from pharmaceutical, biotech, and research institutions.","cell culture media bags;bioprocessing;single-use technology;biopharmaceutical;vaccine production","False","True","False"
"15","TER","0.20236626121531165","0.02882703777335984","343.4700012207031","-0.1434449553489685","0.10016012191772461","1.016435980796814","Manufacturing","INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS","5","2","3","NEG","2026-04-30T18:12:58Z","-0.7590046296296297","18.0","Here's Why This AI-Related Company's Stock Soared Today","Stock surged 13.6% on positive analyst sentiment despite disappointing Q2 guidance. Strong AI revenue growth (70% of total, 87% YoY), with Goldman Sachs raising price target to $350 and JPMorgan upgrading to overweight. Market treated the dip as a buying opportunity.","AI chips;automated test equipment;revenue growth;guidance;analyst upgrades","False","False","False"
"16","SNDK","0.2008065559843922","0.030815109343936383","1096.510009765625","0.17597031593322754","0.582882285118103","0.8545154333114624","Manufacturing","COMPUTER STORAGE DEVICES","5","4","0","STRONG-POS","2026-04-30T12:25:37Z","-0.5177893518518518","12.0","Are Semiconductor Stocks The Market's 'North Star'? AI Chip Demand Powers Record Tech Share","Among the biggest winners with a 3,214% surge, demonstrating exceptional performance in the semiconductor sector","semiconductor stocks;AI chip demand;market dominance;technology sector;semiconductor ETFs","False","False","False"
"17","HOOD","0.1931150085453234","0.032803180914512925","72.88999938964844","-0.12748384475708008","0.03965198993682861","0.8384750485420227","Finance_Insurance_RealEstate","SECURITY BROKERS, DEALERS & FLOTATION COMPANIES","7","0","5","STRONG-NEG","2026-04-29T19:15:26Z","0.19761574074074073","19.0","Coinbase Stock Slides Amid Middle East Uncertainty","Q1 earnings revealed a steep 47% year-over-year decline in crypto transaction revenue, with crypto now representing only 13% of total revenue. This weakness in retail crypto trading activity signals cooling demand that negatively impacts the broader crypto ecosystem including Coi","Coinbase;Middle East tensions;geopolitical uncertainty;crypto stocks;risk-off behavior","False","False","False"
"18","COIN","0.1931150085453234","0.03479125248508946","187.77000427246094","-0.05133122205734253","0.08543848991394043","0.6095433235168457","Finance_Insurance_RealEstate","FINANCE SERVICES","6","1","2","NEG","2026-04-29T19:15:26Z","0.19761574074074073","19.0","Coinbase Stock Slides Amid Middle East Uncertainty","Stock declined 6.92% due to Middle East geopolitical tensions driving risk-off behavior away from speculative assets. Technical indicators show the stock trading in the lower half of its 52-week range, 32.6% below its 200-day SMA, indicating a longer-term downtrend with incomplet","Coinbase;Middle East tensions;geopolitical uncertainty;crypto stocks;risk-off behavior","False","False","False"
"19","MU","0.1931150085453234","0.036779324055666","517.1599731445312","0.073569655418396","0.4058990478515625","0.5798722505569458","Manufacturing","SEMICONDUCTORS & RELATED DEVICES","18","13","2","POS","2026-04-30T14:07:00Z","-0.5881944444444445","14.0","Meta CEO Mark Zuckerberg Just Delivered Great News for Nvidia and Micron Investors","Direct beneficiary of higher memory pricing and increased capex; growing faster than Nvidia with attractive P/E ratio of 24, and higher prices translate to improved margins.","AI spending;capital expenditure;semiconductor chips;cloud computing growth;memory pricing","False","False","False"
"20","NCLH","0.19278323728204752","0.03876739562624255","18.18000030517578","-0.013029277324676514","-0.061919450759887695","0.5287147164344788","Transportation_Utilities","WATER TRANSPORTATION","1","0","0","NEUTRAL","2026-04-28T11:20:00Z","1.5277777777777777","11.0","Down 25% in 1 Month, Is Carnival Stock a Bargain or a Trap? Here's the Honest Answer.","Mentioned only as a valuation comparison point, trading at a higher P/E ratio than Carnival. No specific company performance or outlook information provided.","cruise line;fuel prices;valuation;earnings;occupancy rates","False","False","False"
"21","MCHP","0.19063648898617805","0.040755467196819085","92.91000366210938","0.02504420280456543","0.4210768938064575","0.483356237411499","Manufacturing","SEMICONDUCTORS & RELATED DEVICES","2","2","0","POS","2026-04-29T12:26:00Z","0.48194444444444445","12.0","AI Is Reviving an Overlooked Chip Category—and These 3 Names Are Riding the Demand","Up 30% YTD with recent momentum, beat internal sales targets and analyst predictions in latest quarter, announced automotive collaboration with Hyundai Motor Group, though inventory and manufacturing underutilization remain concerns.","analog chips;semiconductors;AI data centers;power delivery;signal management","False","False","False"
"22","TXN","0.18962923422032005","0.042743538767395624","281.0799865722656","-0.004074752330780029","0.4318898916244507","0.7371391654014587","Manufacturing","SEMICONDUCTORS & RELATED DEVICES","8","6","0","STRONG-POS","2026-04-29T12:26:00Z","0.48194444444444445","12.0","AI Is Reviving an Overlooked Chip Category—and These 3 Names Are Riding the Demand","Posted notably strong Q1 2026 earnings with 19% YOY revenue growth and 22% YOY analog chip sales growth, demonstrating improving conditions in the analog chip market.","analog chips;semiconductors;AI data centers;power delivery;signal management","False","False","False"
"23","KLAC","0.1848763846030743","0.04473161033797217","1750.3499755859375","-0.03584831953048706","0.15166723728179932","0.48839348554611206","Manufacturing","OPTICAL INSTRUMENTS & LENSES","1","0","0","NEUTRAL","2026-04-27T13:22:01Z","2.4430439814814813","13.0","Earnings Volatility Watch: What To Expect From Sandisk and 5 Mag Seven Stocks This Week","High implied volatility (11.70%) but facing negative growth estimates with EPS down 10.31% and revenue off 2.36%; process-control tools at leading edge but near-term headwinds","earnings season;implied volatility;Magnificent Seven;semiconductor;storage","False","False","False"
"24","BF.B","0.17796915072419076","0.04671968190854871","25.770000457763672","-0.0926055908203125","-0.027913987636566162","0.6457428336143494","Manufacturing","BEVERAGES","1","0","1","NEG","2026-04-29T09:46:17Z","0.5928587962962963","9.0","Jack Daniel's Maker Brown-Forman Stock Drops Nearly 6% In Pre-Market: What's Going On?","Stock dropped 5.88% in premarket trading following the collapse of merger negotiations with Pernod Ricard, eliminating a potential strategic partnership opportunity.","merger talks;spirits industry;stock decline;deal termination;acquisition","False","False","False"
"25","VRT","0.17758291946569532","0.048707753479125246","328.489990234375","0.020947933197021484","0.2664918899536133","0.5309229493141174","Manufacturing","ELECTRONIC COMPONENTS, NEC","2","2","0","POS","2026-04-30T15:32:00Z","-0.6472222222222223","15.0","Meet the Artificial Intelligence (AI) Infrastructure Stock That Has Crushed Nvidia and Broadcom With a 270% Jump. It Can Still Fly Higher.","Strong 270% stock price appreciation, impressive Q1 results with 30% revenue and 83% earnings growth, raised full-year guidance, positioned to capture growing AI data center market, and analyst price target suggests 44% additional upside potential.","AI infrastructure;data center cooling;power management;earnings growth;guidance raise","False","False","False"
"26","NOW","0.17276031719841412","0.05069582504970179","88.30999755859375","0.04163718223571777","-0.15119189023971558","0.9135851860046387","Services","SERVICES-PREPACKAGED SOFTWARE","5","2","3","NEG","2026-04-30T08:00:00Z","-0.3333333333333333","8.0","Atos reconnu comme leader dans le rapport Provider Lens® 2026 d'ISG pour les partenaires de l'écosystème ServiceNow","ServiceNow is highlighted as a strategic platform for digital transformation with growing ecosystem partner capabilities. The recognition of Atos's innovations on ServiceNow (Now Assist, AI workflows) indicates strong platform adoption and value creation potential.","ServiceNow;digital transformation;AI innovation;cloud services;managed services","False","False","False"
"27","SMCI","0.1725159998726402","0.05268389662027833","27.399999618530273","0.024299025535583496","0.21723675727844238","0.696609616279602","Manufacturing","ELECTRONIC COMPUTERS","5","0","5","STRONG-NEG","2026-04-30T16:53:00Z","-0.7034722222222223","16.0","ROSEN, LEADING INVESTOR COUNSEL, Encourages Super Micro Computer, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action - SMCI","The company is the subject of a securities class action lawsuit alleging material misstatements regarding undisclosed sales to Chinese companies that violated U.S. export control laws and inadequate compliance controls, resulting in investor damages.","securities class action;export control violations;false statements;lead plaintiff deadline;investor compensation","False","False","True"
"28","IP","0.17141712264875492","0.05467196819085487","30.420000076293945","-0.09302330017089844","-0.1469433307647705","0.5515642166137695","Manufacturing","PAPER MILLS","2","1","1","NEUTRAL","2026-04-30T17:09:08Z","-0.7146759259259259","17.0","Stock Market Today: Dow Jones Roars As Industrials Rescue Wall Street From Meta-Led Tech Slide","Dropped 8% after quarterly report that underwhelmed on margins","Dow Jones;industrials;AI capital expenditure;mega-cap tech;data-center infrastructure","False","False","False"
"29","OXY","0.1711192988364622","0.05666003976143141","60.58000183105469","0.047553181648254395","-0.026514530181884766","0.4085111618041992","Mining","CRUDE PETROLEUM & NATURAL GAS","6","6","0","STRONG-POS","2026-04-30T15:30:00Z","-0.6458333333333334","15.0","Occidental Announces Dividend","The announcement of a regular quarterly dividend demonstrates the company's commitment to returning capital to shareholders and indicates financial stability and confidence in cash generation. Dividend announcements are typically viewed positively by income-focused investors.","dividend;quarterly;Occidental Petroleum;shareholder returns;energy company","False","False","False"
"30","CHTR","0.16854596210797967","0.05864811133200795","165.1699981689453","-0.31685829162597656","-0.23627877235412598","1.061708688735962","Transportation_Utilities","CABLE & OTHER PAY TELEVISION SERVICES","3","0","2","STRONG-NEG","2026-04-27T10:25:43Z","2.565474537037037","10.0","What's Going On With Charter Communications Stock Monday?","Mixed earnings results with EPS missing analyst expectations ($9.17 vs $9.98), significant internet customer losses (120,000 in quarter), and 1% year-over-year revenue decline. While some positives exist (Spectrum Mobile growth, connectivity revenue growth), the stock plunged 25.","Charter Communications;Q1 2026 earnings;internet customer losses;Spectrum Mobile;Cox transaction","False","False","False"
"31","FIX","0.16814835850756737","0.06063618290258449","1840.25","0.03739762306213379","0.2882213592529297","0.45949530601501465","Construction","ELECTRICAL WORK","1","1","0","POS","2026-04-24T10:19:21Z","5.569895833333334","10.0","Comfort Systems Stock Hits 52-Week High - Here's Why","The company significantly exceeded earnings expectations ($10.51 vs $6.78 estimate), delivered 51% organic revenue growth, doubled per-share earnings year-over-year, expanded gross margins, increased dividend, and generated strong cash flow of $375 million. The stock reached a ne","earnings beat;revenue growth;dividend increase;52-week high;gross profit margin expansion","False","False","False"
"32","LITE","0.16128328894970076","0.06262425447316103","902.3200073242188","0.06545126438140869","0.18004310131072998","0.8728637099266052","Manufacturing","COMMUNICATIONS EQUIPMENT, NEC","1","1","0","POS","2026-04-24T09:16:00Z","5.613888888888889","9.0","The Best ""Picks and Shovels"" Artificial Intelligence (AI) Growth Stock on the Nasdaq Right Now","Strong 420% stock performance over six months, strategic $2 billion Nvidia partnership demonstrating market validation, technological breakthroughs in optical density and capacity, and positioning as essential infrastructure for AI data centers. However, sentiment is tempered by ","picks and shovels;AI infrastructure;optical interconnects;data center optics;photonics","False","False","False"
"33","WDAY","0.1607865619972654","0.06461232604373758","122.4000015258789","0.06741082668304443","-0.051530420780181885","0.6285234093666077","Services","SERVICES-COMPUTER PROCESSING & DATA PREPARATION","0","0","0","NO-NEWS","","","","","","","False","False","False"
"34","BLDR","0.1543305519861849","0.06660039761431412","79.08999633789062","-0.12258714437484741","-0.023218512535095215","0.5052586793899536","Retail","RETAIL-LUMBER & OTHER BUILDING MATERIALS DEALERS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"35","ARES","0.15401316400538964","0.06858846918489066","117.4000015258789","0.022826313972473145","0.10964083671569824","0.539198637008667","Finance_Insurance_RealEstate","INVESTMENT ADVICE","1","0","1","NEG","2026-04-29T10:50:05Z","0.5485532407407407","10.0","Hedge Fund Billionaire Ken Griffin Warns Wealthy Investors May Not Grasp Private Credit Risks— 'The Real Issue Here Is...'","Included among firms aggressively expanding into semi-liquid funds targeting wealthy investors amid growing redemption pressures.","private credit;liquidity risk;redemption pressure;wealth investors;hedge funds","False","False","False"
"36","AVGO","0.1525344399859714","0.0705765407554672","417.42999267578125","-0.0059770941734313965","0.33155763149261475","0.4211249351501465","Manufacturing","SEMICONDUCTORS & RELATED DEVICES","28","16","2","POS","2026-04-30T15:32:00Z","-0.6472222222222223","15.0","Meet the Artificial Intelligence (AI) Infrastructure Stock That Has Crushed Nvidia and Broadcom With a 270% Jump. It Can Still Fly Higher.","Stock has gained 117% over the past year as a key AI infrastructure player; however, sentiment is less positive than Vertiv as it has been outperformed by the specialized data center solutions provider.","AI infrastructure;data center cooling;power management;earnings growth;guidance raise","False","False","False"
"37","CSGP","0.15134454292812607","0.07256461232604373","34.61000061035156","-0.07410383224487305","-0.12667173147201538","0.4146990478038788","Services","SERVICES-BUSINESS SERVICES, NEC","0","0","0","NO-NEWS","","","","","","","False","False","False"
"38","NUE","0.14446985220241884","0.07455268389662027","225.2899932861328","0.05794787406921387","0.29685699939727783","0.2960970401763916","Manufacturing","STEEL WORKS, BLAST FURNACES & ROLLING MILLS (COKE OVENS)","2","0","0","NEUTRAL","2026-04-27T12:33:51Z","2.4764930555555558","12.0","Stock Market Today: Dow Futures Fall, S&P 500 Gains As Trump Halts Iran Talks— Organon, SAP, Cheetah Net Supply Chain Service In Focus (UPDATED)","Up 0.35% with strong price trend and solid value score. Analysts expect quarterly earnings of $2.82 per share on revenue of $8.88 billion.","stock market;futures;Iran talks;Federal Reserve;interest rates","False","False","False"
"39","STLD","0.14314025364445881","0.07654075546719682","228.66000366210938","0.016040921211242676","0.25053322315216064","0.358361154794693","Manufacturing","STEEL WORKS, BLAST FURNACES & ROLLING MILLS (COKE OVENS)","2","2","0","POS","2026-04-24T14:19:00Z","5.403472222222222","14.0","Tariffs Rose: 1 Steelmaker Thrived, 1 Still Struggles","Strong Q1 2026 earnings of $403 million with 13% EBITDA margin, increased dividend by 6%, repurchased $115 million in stock, and stock surged over 10% post-earnings. Efficient EAF technology and owned scrap recycling network provide significant cost advantages.","steel tariffs;steel imports;electric arc furnace;integrated steelmaker;earnings comparison","False","False","False"
"40","NXPI","0.14141883673121153","0.07852882703777336","293.5899963378906","0.2174074649810791","0.5011248588562012","0.9474165439605713","Manufacturing","SEMICONDUCTORS & RELATED DEVICES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"41","APP","0.14033349459691047","0.0805168986083499","446.3500061035156","-0.01721823215484619","0.15086126327514648","0.6073077321052551","Services","SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","0","0","0","NO-NEWS","","","","","","","False","False","False"
"42","CTSH","0.1346490861005609","0.08250497017892644","52.900001525878906","-0.03992736339569092","-0.13632649183273315","0.3607098460197449","Services","SERVICES-COMPUTER PROGRAMMING SERVICES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"43","COO","0.13306439596378516","0.08449304174950298","62.900001525878906","-0.0315626859664917","-0.11941760778427124","0.25915560126304626","Manufacturing","OPHTHALMIC GOODS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"44","TTD","0.128227654845337","0.08648111332007952","23.59000015258789","0.042882323265075684","0.07324838638305664","0.6343740224838257","Services","SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","0","0","0","NO-NEWS","","","","","","","False","False","False"
"45","CF","0.12776150329299765","0.08846918489065607","124.19999694824219","-0.011067748069763184","-0.029535889625549316","0.5884951949119568","Manufacturing","AGRICULTURAL CHEMICALS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"46","HUM","0.12712654733589504","0.09045725646123261","236.44000244140625","0.09997677803039551","0.3361966609954834","0.426715612411499","Finance_Insurance_RealEstate","HOSPITAL & MEDICAL SERVICE PLANS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"47","AKAM","0.12217761582115114","0.09244532803180915","102.9800033569336","0.0707007646560669","-0.110323965549469","0.7949661612510681","Services","SERVICES-BUSINESS SERVICES, NEC","0","0","0","NO-NEWS","","","","","","","False","False","False"
"48","SWK","0.12152748830894723","0.09443339960238568","78.16000366210938","0.028285741806030273","0.09821557998657227","0.5092313289642334","Manufacturing","CUTLERY, HANDTOOLS & GENERAL HARDWARE","0","0","0","NO-NEWS","","","","","","","False","False","False"
"49","FICO","0.1211845591654393","0.09642147117296222","1025.0","0.04617452621459961","-0.03483080863952637","0.707381010055542","Services","SERVICES-BUSINESS SERVICES, NEC","0","0","0","NO-NEWS","","","","","","","False","False","False"
"50","ARE","0.11879380473800054","0.09840954274353876","40.5099983215332","-0.12656325101852417","-0.06421810388565063","0.5603736639022827","Finance_Insurance_RealEstate","REAL ESTATE INVESTMENT TRUSTS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"51","TECH","0.11615521950489126","0.10039761431411531","55.31999969482422","0.05977010726928711","0.03440535068511963","0.5743967890739441","Manufacturing","BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)","0","0","0","NO-NEWS","","","","","","","False","False","False"
"52","GEHC","0.11560712757623154","0.10238568588469185","60.84000015258789","-0.12948918342590332","-0.15476524829864502","0.5740277767181396","Manufacturing","X-RAY APPARATUS & TUBES & RELATED IRRADIATION APPARATUS","2","1","1","NEUTRAL","2026-04-29T16:34:44Z","0.30921296296296297","16.0","Oil Surges 6%, S&P 500 Wobbles Before Fed And Tech Earnings: Stock Market Today","Dropped 13% on margin pressure from tariffs","oil surge;Federal Reserve;tech earnings;AI spending;Treasury yields","False","False","False"
"53","MRNA","0.11524884895968639","0.10437375745526839","45.939998626708984","-0.13074737787246704","-0.08175092935562134","0.4367976784706116","Manufacturing","BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)","1","0","0","NEUTRAL","2026-04-27T13:30:03Z","2.4374652777777777","13.0","Which Is the Better iShares ETF for Small-Cap Value Investing, ISCV or IWN?","Mentioned as a top holding in ISCV's portfolio; no performance judgment or recommendation is provided in the article.","small-cap value investing;ETF comparison;expense ratio;dividend yield;liquidity","False","False","False"
"54","BAX","0.11345714228489022","0.10636182902584493","17.579999923706055","-0.04508417844772339","0.0476757287979126","0.3849725127220154","Manufacturing","SURGICAL & MEDICAL INSTRUMENTS & APPARATUS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"55","AMZN","0.11174473472306953","0.10834990059642147","265.05999755859375","0.03912496566772461","0.2587738037109375","0.2841878831386566","Retail","RETAIL-CATALOG & MAIL-ORDER HOUSES","79","36","2","POS","2026-04-30T19:16:00Z","-0.8027777777777778","19.0","Prediction: These Will Be the Next $5 Trillion Companies","At $2.8 trillion market cap. AWS generates majority of operating income (50-66%) with accelerating revenue growth, positioning company for $5 trillion valuation within couple of years.","cloud computing;artificial intelligence;data centers;market capitalization;$5 trillion","False","False","False"
"56","POOL","0.10950030498454819","0.110337972166998","213.32000732421875","-0.06716805696487427","0.06617355346679688","0.35155388712882996","Wholesale","WHOLESALE-MISC DURABLE GOODS","1","1","0","POS","2026-04-29T20:05:00Z","0.16319444444444445","20.0","Pool Corporation Announces Increase in Share Repurchase Program, Growth of Quarterly Dividend and Results of 2026 Annual Meeting of Stockholders","The company demonstrated strong capital allocation discipline by increasing share repurchases by $329 million and raising the quarterly dividend by 4%, signaling management confidence in future cash generation and commitment to returning value to shareholders.","share repurchase;dividend increase;capital allocation;annual meeting;shareholder returns","False","False","False"
"57","BSX","0.10573317774911602","0.11232604373757456","57.61000061035156","-0.12300199270248413","-0.07080644369125366","0.5026649832725525","Manufacturing","SURGICAL & MEDICAL INSTRUMENTS & APPARATUS","3","0","3","STRONG-NEG","2026-04-29T22:43:00Z","0.05347222222222222","22.0","BSX DEADLINE: ROSEN, RECOGNIZED INVESTOR COUNSEL, Encourages Boston Scientific Corporation Investors to Secure Counsel Before Important May 4 Deadline in Securi","The company is the subject of a securities class action lawsuit alleging material misstatements and concealment of adverse facts regarding its U.S. Electrophysiology segment's unsustainable growth, resulting in missed earnings and disappointing guidance that caused investor losse","securities class action;Boston Scientific;Electrophysiology segment;false statements;lead plaintiff deadline","False","False","False"
"58","Q","0.1046130747403256","0.1143141153081511","140.66000366210938","0.0037821531295776367","0.18640351295471191","0.4507747292518616","Manufacturing","SEMICONDUCTORS & RELATED DEVICES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"59","ZBRA","0.10402026785738844","0.11630218687872763","226.25999450683594","-0.002688765525817871","0.09156692028045654","0.3479764759540558","Manufacturing","GENERAL INDUSTRIAL MACHINERY & EQUIPMENT","0","0","0","NO-NEWS","","","","","","","False","False","False"
"60","PODD","0.10242653336018696","0.11829025844930417","172.13999938964844","-0.10441708564758301","-0.16856646537780762","0.5734062790870667","Manufacturing","SURGICAL & MEDICAL INSTRUMENTS & APPARATUS","1","0","1","NEG","2026-04-29T18:30:22Z","0.22891203703703702","18.0","FDA Flags High-Risk Recall Of Insulet's Omnipod 5 Pods Over Insulin Delivery Concerns","The company faces an FDA Class I recall (most serious type) of its flagship Omnipod 5 product due to a critical defect affecting insulin delivery. With 476 reported serious injuries, potential for life-threatening complications, and the stock hitting a 52-week low with a 10.95% d","FDA recall;Omnipod 5;insulin delivery defect;medical device safety;diabetic ketoacidosis","False","False","False"
"61","KEYS","0.09924531106066327","0.12027833001988071","349.9100036621094","0.009753823280334473","0.20725226402282715","0.3118722140789032","Manufacturing","INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL","0","0","0","NO-NEWS","","","","","","","False","False","False"
"62","CVNA","0.09834317625785231","0.12226640159045726","395.79998779296875","-0.017914772033691406","0.2682238817214966","0.510962188243866","Retail","RETAIL-AUTO DEALERS & GASOLINE STATIONS","1","1","0","POS","2026-04-29T17:47:04Z","0.2589814814814815","17.0","What's Going On With Carvana Stock Wednesday?","Despite a minor 0.84% daily decline, the article presents multiple positive factors: analyst Buy rating with $467.53 price target, 65% gain over 12 months, bullish technical indicators (MACD above signal line, stock above 20-day and 100-day SMAs), and strategic expansion creating","Carvana;CVNA;earnings report;ADESA Syracuse;expansion","False","False","False"
"63","HPE","0.09637750565055875","0.1242544731610338","28.770000457763672","0.03007519245147705","0.19974982738494873","0.3323118984699249","Manufacturing","COMPUTER & OFFICE EQUIPMENT","0","0","0","NO-NEWS","","","","","","","False","False","False"
