"rank","instrument","score","pct_rank","close","ret_5d","ret_20d","ann_vol_20d","sector","sic_description","news_count_5d","news_pos_count_5d","news_neg_count_5d","news_sentiment","most_recent_published_utc","pub_lag_days","pub_hour_utc","most_recent_title","most_recent_reasoning","most_recent_keywords","rule_avoid_high_precision","rule_buy_high_precision","rule_buy_legal_veto"
"12","APA","0.2687296107839951","0.02286282306163022","42.02000045776367","0.09341657161712646","-0.02324497699737549","0.5986146926879883","Mining","CRUDE PETROLEUM & NATURAL GAS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"13","ARE","0.2541779712967451","0.02485089463220676","41.13999938964844","-0.09701496362686157","-0.04436701536178589","0.5673220157623291","Finance_Insurance_RealEstate","REAL ESTATE INVESTMENT TRUSTS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"14","CHTR","0.24582892799489095","0.0268389662027833","165.33999633789062","-0.05308973789215088","-0.2483862042427063","1.0766632556915283","Transportation_Utilities","CABLE & OTHER PAY TELEVISION SERVICES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"15","BLDR","0.23958350703110803","0.02882703777335984","73.75","-0.17946147918701172","-0.10126733779907227","0.5069825053215027","Retail","RETAIL-LUMBER & OTHER BUILDING MATERIALS DEALERS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"16","VRT","0.23884469515011036","0.030815109343936383","330.9700012207031","0.02648639678955078","0.2792099714279175","0.5266357660293579","Manufacturing","ELECTRONIC COMPONENTS, NEC","1","1","0","POS","2026-04-30T15:32:00Z","3.352777777777778","15.0","Meet the Artificial Intelligence (AI) Infrastructure Stock That Has Crushed Nvidia and Broadcom With a 270% Jump. It Can Still Fly Higher.","Strong 270% stock price appreciation, impressive Q1 results with 30% revenue and 83% earnings growth, raised full-year guidance, positioned to capture growing AI data center market, and analyst price target suggests 44% additional upside potential.","AI infrastructure;data center cooling;power management;earnings growth;guidance raise","False","False","False"
"17","PSKY","0.2376486004131308","0.032803180914512925","11.130000114440918","0.05099153518676758","0.12994921207427979","0.6017967462539673","Transportation_Utilities","TELEVISION BROADCASTING STATIONS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"18","NXPI","0.2353686829626253","0.03479125248508946","290.760009765625","0.2275087833404541","0.47534000873565674","0.9531595706939697","Manufacturing","SEMICONDUCTORS & RELATED DEVICES","1","1","0","POS","2026-05-04T13:20:00Z","-0.5555555555555556","13.0","Why the iShares Semiconductor ETF Jumped 40% in April","Delivered strong earnings report contributing to sector momentum and confirming robust chip demand.","semiconductor ETF;AI demand;chip shortage;cloud infrastructure;earnings reports","False","False","False"
"19","GLW","0.23193770064544425","0.036779324055666","159.9600067138672","-0.04791373014450073","0.09187722206115723","0.6824524998664856","Manufacturing","DRAWING & INSULATING OF NONFERROUS WIRE","1","1","0","POS","2026-04-29T04:30:00Z","4.8125","4.0","[Latest] Global Cell Culture Media Bags Market Size/Share Worth USD 2.28 Billion by 2035 at a 5.8% CAGR: Healthcare Foresights (Analysis, Outlook, Leaders, Repo","Key market participant in cell culture media bags sector, positioned to capitalize on growing demand from pharmaceutical, biotech, and research institutions.","cell culture media bags;bioprocessing;single-use technology;biopharmaceutical;vaccine production","False","False","False"
"20","CSGP","0.22922098162891302","0.03876739562624255","35.380001068115234","-0.023730695247650146","-0.14074069261550903","0.40047675371170044","Services","SERVICES-BUSINESS SERVICES, NEC","0","0","0","NO-NEWS","","","","","","","False","False","False"
"21","TER","0.22843183955565624","0.040755467196819085","337.44000244140625","-0.160597026348114","0.06977784633636475","1.019644021987915","Manufacturing","INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS","4","2","2","NEUTRAL","2026-04-30T18:12:58Z","3.24099537037037","18.0","Here's Why This AI-Related Company's Stock Soared Today","Stock surged 13.6% on positive analyst sentiment despite disappointing Q2 guidance. Strong AI revenue growth (70% of total, 87% YoY), with Goldman Sachs raising price target to $350 and JPMorgan upgrading to overweight. Market treated the dip as a buying opportunity.","AI chips;automated test equipment;revenue growth;guidance;analyst upgrades","False","False","False"
"22","NOW","0.22678944222897782","0.042743538767395624","91.97000122070312","0.016804933547973633","-0.10203081369400024","0.9231011271476746","Services","SERVICES-PREPACKAGED SOFTWARE","1","1","0","POS","2026-04-30T08:00:00Z","3.6666666666666665","8.0","Atos reconnu comme leader dans le rapport Provider Lens® 2026 d'ISG pour les partenaires de l'écosystème ServiceNow","ServiceNow is highlighted as a strategic platform for digital transformation with growing ecosystem partner capabilities. The recognition of Atos's innovations on ServiceNow (Now Assist, AI workflows) indicates strong platform adoption and value creation potential.","ServiceNow;digital transformation;AI innovation;cloud services;managed services","False","False","False"
"23","STX","0.22302081515198818","0.04473161033797217","738.5399780273438","0.23945224285125732","0.6292521953582764","0.5352707505226135","Manufacturing","COMPUTER STORAGE DEVICES","5","4","0","STRONG-POS","2026-04-29T22:19:18Z","4.069930555555556","22.0","Stock Market Today, April 29: Mixed Reactions as Big Tech Earnings Beat Expectations","Jumped on strong earnings announcement.","Fed rate decision;Big Tech earnings;AI spending;megacap earnings;market movers","False","False","False"
"24","EPAM","0.22146797601114743","0.04671968190854871","110.5999984741211","-0.04909294843673706","-0.19281858205795288","0.37187790870666504","Services","SERVICES-COMPUTER PROGRAMMING SERVICES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"25","MAS","0.21658347742746956","0.048707753479125246","68.48999786376953","-0.07745152711868286","0.14742839336395264","0.5340626239776611","Manufacturing","HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"26","MU","0.21529746472260522","0.05069582504970179","576.4500122070312","0.09892106056213379","0.5259689092636108","0.6022427082061768","Manufacturing","SEMICONDUCTORS & RELATED DEVICES","18","13","1","POS","2026-05-04T18:29:14Z","-0.7703009259259259","18.0","Why Wall Street's Quiet Monday Turned Into a Rocky Afternoon","Stock jumped 6% due to bullish CEO commentary on strong AI-based demand for memory chips","market volatility;geopolitical tensions;Strait of Hormuz;oil prices;AI chip demand","False","False","False"
"27","KLAC","0.21346902037224705","0.05268389662027833","1713.3199462890625","-0.09825265407562256","0.11250197887420654","0.4948050379753113","Manufacturing","OPTICAL INSTRUMENTS & LENSES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"28","CCL","0.20532400922747265","0.05467196819085487","25.670000076293945","-0.04109078645706177","-0.011551737785339355","0.6405403017997742","Transportation_Utilities","WATER TRANSPORTATION","2","1","1","NEUTRAL","2026-05-04T17:34:04Z","-0.7319907407407408","17.0","Stock Market Today: Oil Jumps 5%, S&P 500 Drops As Iran Strikes UAE Port","Crushed by sympathy selling from cruise sector weakness due to oil shock and booking disruptions","Iran drone strike;oil prices;S&P 500;Fed rate hike;transportation stocks","False","False","False"
"29","GEV","0.19949361922054903","0.05666003976143141","1073.949951171875","-0.041312992572784424","0.19678831100463867","0.5668022036552429","Manufacturing","ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP)","1","1","0","POS","2026-04-30T05:15:00Z","3.78125","5.0","Something Amazing That No One Predicted Just Happened in the Markets (Yes, AI Is at the Center of It)","Surpassed GE Aerospace in market cap for the first time; HA turbine orders increased 4x from 2018 to 2025; raised full-year revenue, earnings, and cash flow guidance; strong AI data center demand driving order book growth; excellent management positioning company for sustained gr","AI data centers;gas turbines;market capitalization;GE Vernova;GE Aerospace","False","False","False"
"30","LITE","0.1979377068600298","0.05864811133200795","976.1799926757812","0.13551557064056396","0.2640233039855957","0.8011449575424194","Manufacturing","COMMUNICATIONS EQUIPMENT, NEC","0","0","0","NO-NEWS","","","","","","","False","False","False"
"31","BF.B","0.19169885192177374","0.06063618290258449","24.65999984741211","-0.10619789361953735","-0.07744109630584717","0.656119167804718","Manufacturing","BEVERAGES","1","0","1","NEG","2026-04-29T09:46:17Z","4.592858796296296","9.0","Jack Daniel's Maker Brown-Forman Stock Drops Nearly 6% In Pre-Market: What's Going On?","Stock dropped 5.88% in premarket trading following the collapse of merger negotiations with Pernod Ricard, eliminating a potential strategic partnership opportunity.","merger talks;spirits industry;stock decline;deal termination;acquisition","False","False","False"
"32","DELL","0.191208287524981","0.06262425447316103","211.63999938964844","-0.020049095153808594","0.22208106517791748","0.5512498021125793","Manufacturing","ELECTRONIC COMPUTERS","1","0","0","NEUTRAL","2026-04-29T13:12:40Z","4.449537037037037","13.0","What's Going On With Nvidia Stock Today?","Currently evaluating Nemotron capabilities, but no adoption or partnership details provided","Nemotron 3 Nano Omni;multimodal AI model;open source;physical artificial intelligence;strategic partnerships","False","False","False"
"33","LULU","0.19024567740499845","0.06461232604373758","128.97999572753906","-0.1222267746925354","-0.1741580367088318","0.5954524278640747","Manufacturing","APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL","0","0","0","NO-NEWS","","","","","","","False","False","False"
"34","SNDK","0.188968565912615","0.06660039761431412","1255.8599853515625","0.17348158359527588","0.7331051826477051","0.8841456770896912","Manufacturing","COMPUTER STORAGE DEVICES","5","4","0","STRONG-POS","2026-05-04T18:48:17Z","-0.7835300925925925","18.0","SanDisk Stock Crushes Nvidia With 45x Returns, Becomes S&P 500's Best","SanDisk is highlighted as the S&P 500's best performer with 426% YTD returns and 81% April gains. The article positions it as the purest play on AI-driven storage shortages and NAND pricing increases, with strong investor demand and momentum.","AI accelerators;memory shortage;NAND pricing;data center demand;semiconductor chips","False","False","False"
"35","URI","0.177518695289177","0.06858846918489066","925.2100219726562","-0.03608894348144531","0.25622546672821045","0.8517107963562012","Services","SERVICES-EQUIPMENT RENTAL & LEASING, NEC","0","0","0","NO-NEWS","","","","","","","False","False","False"
"36","COIN","0.17584007162679433","0.0705765407554672","202.99000549316406","0.03208267688751221","0.16133654117584229","0.6392137408256531","Finance_Insurance_RealEstate","FINANCE SERVICES","7","4","2","POS","2026-05-04T18:22:00Z","-0.7652777777777777","18.0","Circle Stock Soars As Bitcoin Nears $80,000 Three-Month High","Gained 7% as a major crypto platform benefiting from favorable CLARITY Act compromise and Bitcoin momentum.","Circle Internet Group;Bitcoin;CLARITY Act;stablecoin;cryptocurrency","False","False","False"
"37","HOOD","0.17573146843585236","0.07256461232604373","76.55000305175781","-0.08814764022827148","0.09701931476593018","0.843985378742218","Finance_Insurance_RealEstate","SECURITY BROKERS, DEALERS & FLOTATION COMPANIES","7","0","7","STRONG-NEG","2026-05-01T16:29:29Z","2.3128587962962963","16.0","Why Robinhood Markets Stock Sank This Week","Stock declined 11.8% this week due to weak net income growth (3% vs 15% revenue growth) and a significant 47% year-over-year drop in cryptocurrency revenue, which was previously a major revenue driver. While the company shows growth in user deposits and new products, the valuatio","earnings miss;cryptocurrency revenue decline;net income growth;digital brokerage;valuation concerns","False","False","False"
"38","SWK","0.1752465747165561","0.07455268389662027","74.87000274658203","-0.06248432397842407","0.10135328769683838","0.5197560787200928","Manufacturing","CUTLERY, HANDTOOLS & GENERAL HARDWARE","0","0","0","NO-NEWS","","","","","","","False","False","False"
"39","AVGO","0.16911249238364273","0.07654075546719682","416.5","-0.004065096378326416","0.3246191740036011","0.4267187714576721","Manufacturing","SEMICONDUCTORS & RELATED DEVICES","29","18","3","POS","2026-05-04T19:38:00Z","-0.8180555555555555","19.0","Big-Tech Earnings: Google and Meta’s Results Support Broadcom’s Outlook","Broadcom benefits directly from Google and Meta's increased AI infrastructure spending. Google explicitly stated 2027 CapEx will 'significantly increase,' and Meta signaled continued underestimation of compute needs, indicating sustained demand for Broadcom's custom chips (TPUs a","AI capital expenditure;custom chips;cloud computing;earnings;semiconductor","False","False","False"
"40","TTD","0.16209696839931845","0.07852882703777336","24.100000381469727","0.04148662090301514","0.08509683609008789","0.6409904360771179","Services","SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","0","0","0","NO-NEWS","","","","","","","False","False","False"
"41","ARES","0.1540608529433149","0.0805168986083499","119.9800033569336","0.06953108310699463","0.16678011417388916","0.5204682350158691","Finance_Insurance_RealEstate","INVESTMENT ADVICE","1","0","1","NEG","2026-04-29T10:50:05Z","4.54855324074074","10.0","Hedge Fund Billionaire Ken Griffin Warns Wealthy Investors May Not Grasp Private Credit Risks— 'The Real Issue Here Is...'","Included among firms aggressively expanding into semi-liquid funds targeting wealthy investors amid growing redemption pressures.","private credit;liquidity risk;redemption pressure;wealth investors;hedge funds","False","False","False"
"42","ANET","0.1492144218083638","0.08250497017892644","172.6199951171875","0.0008696317672729492","0.3672870397567749","0.46928104758262634","Manufacturing","COMPUTER COMMUNICATIONS EQUIPMENT","0","0","0","NO-NEWS","","","","","","","False","False","False"
"43","BAX","0.14403279970717173","0.08449304174950298","16.6200008392334","-0.10113567113876343","-0.0018017292022705078","0.413888543844223","Manufacturing","SURGICAL & MEDICAL INSTRUMENTS & APPARATUS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"44","MRNA","0.14286063410479471","0.08648111332007952","47.29999923706055","-0.02874743938446045","-0.03014153242111206","0.46504583954811096","Manufacturing","BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)","2","0","1","NEG","2026-05-01T14:44:46Z","2.3855787037037035","14.0","Moderna's Legal Hit Steals Spotlight From Strong Sales","Stock declined 2.05% on the day despite strong revenue beat and narrower-than-expected loss, primarily due to a significant $2.22 per share litigation-related charge that overshadowed positive operational results and pipeline progress.","Moderna;Q1 earnings;litigation settlement;revenue beat;COVID-19 vaccine","False","False","False"
"45","CTSH","0.13461816808892163","0.08846918489065607","51.86000061035156","-0.050704777240753174","-0.16824376583099365","0.3442680537700653","Services","SERVICES-COMPUTER PROGRAMMING SERVICES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"46","MCHP","0.13456745721828992","0.09045725646123261","95.30000305175781","0.0974205732345581","0.417732834815979","0.4805734157562256","Manufacturing","SEMICONDUCTORS & RELATED DEVICES","2","2","0","POS","2026-04-29T12:26:00Z","4.481944444444444","12.0","AI Is Reviving an Overlooked Chip Category—and These 3 Names Are Riding the Demand","Up 30% YTD with recent momentum, beat internal sales targets and analyst predictions in latest quarter, announced automotive collaboration with Hyundai Motor Group, though inventory and manufacturing underutilization remain concerns.","analog chips;semiconductors;AI data centers;power delivery;signal management","False","False","False"
"47","LUV","0.1309851524634348","0.09244532803180915","38.349998474121094","0.003926634788513184","0.0044525861740112305","0.5025177597999573","Transportation_Utilities","AIR TRANSPORTATION, SCHEDULED","2","0","1","NEG","2026-05-04T07:52:43Z","-0.32827546296296295","7.0","Iran War To Weigh On Airline Profits 'For A Quarter,' Warns Kevin Hassett As Spirit Collapses: 'But, They're Very…'","Southwest Airlines is mentioned as operational and healthy, coordinating passenger assistance efforts. The airline is positioned to manage short-term energy shocks through fuel hedging strategies.","Iran war;airline profits;jet fuel costs;Spirit Airlines collapse;government bailout","False","False","False"
"48","ERIE","0.12989602740824646","0.09443339960238568","210.64999389648438","-0.08896291255950928","-0.1717454195022583","0.39453208446502686","Finance_Insurance_RealEstate","INSURANCE AGENTS, BROKERS & SERVICE","0","0","0","NO-NEWS","","","","","","","False","False","False"
"49","AMCR","0.12549826679855194","0.09642147117296222","36.90999984741211","-0.05480152368545532","-0.07284605503082275","0.42137593030929565","Manufacturing","MISCELLANEOUS MANUFACTURING INDUSTRIES","1","1","0","POS","2026-04-29T08:30:00Z","4.645833333333333","8.0","Europe Packaging Market to Reach USD 673.81 Billion by 2035, Driven by Sustainability Mandates, E-Commerce Expansion, and Advanced Packaging Technologies","Listed as a major company in the Europe packaging market positioned to benefit from growing demand for sustainable and advanced packaging solutions","packaging market;sustainability;e-commerce;circular economy;recyclable materials","False","False","False"
"50","LYB","0.12254023468396788","0.09840954274353876","76.04000091552734","0.07068443298339844","-0.03281611204147339","0.6233782768249512","Manufacturing","INDUSTRIAL ORGANIC CHEMICALS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"51","APP","0.11965902670998421","0.10039761431411531","475.0","0.03195810317993164","0.15101289749145508","0.5773311257362366","Services","SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","1","0","1","NEG","2026-05-04T14:45:07Z","-0.6146643518518519","14.0","Earnings Volatility Watch: 7 AI-Linked Stocks Are Set For Double-Digit Moves This Week","Worst performer in cohort, down 31.73% YTD due to SEC probe into ad-attribution practices and insider-selling disclosures, despite four consecutive quarterly beats.","earnings volatility;AI infrastructure;implied moves;semiconductor IP;optical networking","False","False","False"
"52","EL","0.1166779287146151","0.10238568588469185","81.33000183105469","0.051862359046936035","0.14694678783416748","0.30889883637428284","Manufacturing","PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS","1","0","0","NEUTRAL","2026-05-03T23:00:00Z","0.041666666666666664","23.0","Moisturizing Cream Market Size to Hit USD 24.54 Billion by 2035, Driven by Rising Skincare Awareness and Demand for Natural Products | Research by SNS Insider","Identified as a key market player but no specific recent developments or strategic initiatives mentioned in the article.","moisturizing cream market;skincare awareness;natural products;premium segment;Asia Pacific growth","False","False","False"
"53","LEN","0.1156287935284477","0.10437375745526839","84.36000061035156","-0.09533512592315674","-0.04753303527832031","0.35546907782554626","Construction","GENERAL BLDG CONTRACTORS - RESIDENTIAL BLDGS","1","0","1","NEG","2026-05-01T18:34:47Z","2.2258449074074074","18.0","Mortgage Rates Just Hit a Four-Week High Thanks to Iran. Are Homebuilder Stocks a Buy on the Dip?","Included in the homebuilders ETF; sector-wide weakness with declining sales and elevated mortgage rates pressuring demand.","mortgage rates;homebuilders;housing market;interest rates;Strait of Hormuz","False","False","False"
"54","IR","0.1135714853494944","0.10636182902584493","75.55999755859375","-0.10058331489562988","-0.0398983359336853","0.4700556695461273","Manufacturing","GENERAL INDUSTRIAL MACHINERY & EQUIPMENT","0","0","0","NO-NEWS","","","","","","","False","False","False"
"55","GEHC","0.11221044701010596","0.10834990059642147","61.0","-0.13450628519058228","-0.13352274894714355","0.5722187757492065","Manufacturing","X-RAY APPARATUS & TUBES & RELATED IRRADIATION APPARATUS","3","1","2","NEG","2026-04-30T23:15:00Z","3.03125","23.0","GE HealthCare Technologies Inc. Shareholders Are Encouraged to Reach Out to Johnson Fistel for More Information About Potentially Recovering Their Losses","Company reported declining earnings per share, reduced full-year guidance, and disclosed unexpected $250 million in additional input costs due to inflation, resulting in sharp stock price decline and triggering securities investigation.","securities fraud investigation;investor losses;earnings guidance reduction;inflation impact;class action lawsuit","False","False","False"
"56","AKAM","0.11154784505243676","0.110337972166998","105.77999877929688","0.10267901420593262","-0.07696336507797241","0.7904754281044006","Services","SERVICES-BUSINESS SERVICES, NEC","0","0","0","NO-NEWS","","","","","","","False","False","False"
"57","AXON","0.10827226030759154","0.11232604373757456","393.75","-0.021957814693450928","-0.04677176475524902","0.6748799085617065","Manufacturing","ORDNANCE & ACCESSORIES, (NO VEHICLES/GUIDED MISSILES)","1","0","1","NEG","2026-04-30T07:35:00Z","3.6840277777777777","7.0","2 Factors Dragging Down Axon Enterprise Stock: Should You Buy the Dip?","Stock has declined 30% in 2026 and trades at a lofty 53x forward earnings valuation. Rising stock-based compensation expenses ($610M in 2025, up 60% YoY) and concerns about earnings growth sustainability weigh on the stock. While recent earnings beat provided temporary relief, th","Axon Enterprise;SaaS stocks;AI disruption;valuation concerns;stock-based compensation","False","False","False"
"58","COO","0.10470645751049727","0.1143141153081511","61.52000045776367","-0.04382961988449097","-0.12476879358291626","0.2555710971355438","Manufacturing","OPHTHALMIC GOODS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"59","MKC","0.10199983860478308","0.11630218687872763","48.02000045776367","-0.047222256660461426","-0.05472439527511597","0.30745449662208557","Manufacturing","MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"60","NVR","0.09813019490749617","0.11829025844930417","5932.1201171875","-0.08490663766860962","-0.1166459321975708","0.39618241786956787","Construction","OPERATIVE BUILDERS","1","0","1","NEG","2026-05-01T18:34:47Z","2.2258449074074074","18.0","Mortgage Rates Just Hit a Four-Week High Thanks to Iran. Are Homebuilder Stocks a Buy on the Dip?","Revenue declined 22% to $1.88 billion, showing significant weakness in homebuilding demand.","mortgage rates;homebuilders;housing market;interest rates;Strait of Hormuz","False","False","False"
"61","HPE","0.09613423796469316","0.12027833001988071","28.709999084472656","0.0031446218490600586","0.1680227518081665","0.32927119731903076","Manufacturing","COMPUTER & OFFICE EQUIPMENT","0","0","0","NO-NEWS","","","","","","","False","False","False"
"62","DOW","0.09559714750643633","0.12226640159045726","40.58000183105469","0.06509196758270264","0.0004930496215820312","0.5709732174873352","Manufacturing","PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"63","FICO","0.09463922246343029","0.1242544731610338","1060.0","0.0455402135848999","-0.03136187791824341","0.7070812582969666","Services","SERVICES-BUSINESS SERVICES, NEC","0","0","0","NO-NEWS","","","","","","","False","False","False"
"64","UAL","0.08633060657899883","0.12624254473161034","90.06999969482422","-0.0199129581451416","-0.009893417358398438","0.5278634428977966","Transportation_Utilities","AIR TRANSPORTATION, SCHEDULED","5","2","1","POS","2026-05-04T18:34:57Z","-0.7742708333333334","18.0","Spirit Airlines is Going Out of Business. Here's What's Next for Investors.","Slashed profit outlook due to elevated jet fuel costs. Large carriers also reporting significant damage from fuel price spike despite better margins than low-cost carriers.","airline bankruptcy;jet fuel prices;liquidation;creditor hierarchy;Middle East war","False","False","False"
"65","JBL","0.0824923660861364","0.12823061630218688","340.79998779296875","0.0","0.27416157722473145","0.27015262842178345","Manufacturing","PRINTED CIRCUIT BOARDS","2","2","0","POS","2026-04-30T16:00:00Z","3.3333333333333335","16.0","Pharmaceutical Contract Development and Manufacturing Organization (CDMO) for Formulations Market Research Report 2026: Opportunities, Trends, Competitive Lands","Acquisition of Pharmaceutics International Inc. in February 2025 strengthens capabilities in aseptic filling, lyophilization, and oral solid dose production, enhancing market position.","CDMO;pharmaceutical manufacturing;peptide therapeutics;contract manufacturing;GMP production","False","False","False"
