"rank","instrument","score","pct_rank","close","ret_5d","ret_20d","ann_vol_20d","sector","sic_description","news_count_5d","news_pos_count_5d","news_neg_count_5d","news_sentiment","most_recent_published_utc","pub_lag_days","pub_hour_utc","most_recent_title","most_recent_reasoning","most_recent_keywords","rule_avoid_high_precision","rule_buy_high_precision","rule_buy_legal_veto"
"13","SNDK","0.2821369118300508","0.0249003984063745","1562.3399658203125","0.31620895862579346","0.834227442741394","1.0373246669769287","Manufacturing","COMPUTER STORAGE DEVICES","10","8","1","POS","2026-05-08T18:42:56Z","-0.7798148148148148","18.0","SanDisk Did In Months What Nvidia Took 9 Years To Pull Off — And The Chart Looks Almost Unreal","Exceptional 4,086% YTD gain driven by pure-play NAND exposure, 80%+ margins, 251% YoY revenue growth, and development of next-generation High-Bandwidth Flash technology. Trading at only 9.5x forward earnings despite explosive growth.","AI memory supercycle;NAND flash;DRAM;HBM;supply shortage","False","False","False"
"14","APA","0.27626199936298895","0.026892430278884463","35.560001373291016","-0.11387985944747925","-0.0794718861579895","0.591107189655304","Mining","CRUDE PETROLEUM & NATURAL GAS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"15","GLW","0.24271225313429243","0.02888446215139442","186.94000244140625","0.1812208890914917","0.09168422222137451","0.6990824937820435","Manufacturing","DRAWING & INSULATING OF NONFERROUS WIRE","1","1","0","POS","2026-05-07T11:18:00Z","0.5291666666666667","11.0","Corning Stock Surges on Nvidia’s $500 Million Warrant Investment","Stock surged 12%+ on the announcement, up 25% in 30 days and 110% year-to-date. The $500M warrant investment from Nvidia de-risks massive capital expenditure, secures a major buyer for output, and repositions the company from cyclical materials supplier to essential AI infrastruc","optical fiber;photonics;AI infrastructure;data centers;warrant investment","False","False","False"
"16","LITE","0.23367470449824965","0.030876494023904383","903.7999877929688","-0.0485614538192749","0.007243990898132324","0.7712909579277039","Manufacturing","COMMUNICATIONS EQUIPMENT, NEC","2","2","0","POS","2026-05-05T16:05:00Z","2.329861111111111","16.0","1 Update Amazon CEO Andy Jassy Just Said That Every Artificial Intelligence (AI) Investor Should Hear","AI supply chain company providing essential components; highlighted as beneficiary of hyperscaler infrastructure spending","artificial intelligence;AWS;capital expenditure;cloud computing;AI infrastructure","False","False","False"
"17","CVNA","0.2336699381486457","0.03286852589641434","77.94000244140625","-0.7962885499000549","-0.76824951171875","2.9562599658966064","Retail","RETAIL-AUTO DEALERS & GASOLINE STATIONS","2","0","0","NEUTRAL","2026-05-07T10:06:00Z","0.5791666666666667","10.0","Wall Street's Next Blockbuster Stock Split Has Arrived -- and This Industry Leader Has Soared Over 10,000% in Less Than 4 Years","While Carvana demonstrates impressive growth metrics (49% sales growth, record net income of $1.9B, 10,000%+ stock appreciation), the article balances this with significant concerns: exorbitant valuation multiples (50x 2026 earnings), vulnerability to market corrections, and elev","stock split;Carvana;used-car retailer;profitability;valuation concerns","False","False","False"
"18","ANET","0.22812714380246685","0.0348605577689243","141.77000427246094","-0.17909663915634155","-0.037869036197662354","0.6430397033691406","Manufacturing","COMPUTER COMMUNICATIONS EQUIPMENT","5","2","2","NEUTRAL","2026-05-08T07:02:00Z","-0.29305555555555557","7.0","Why Arista Networks Stock Rocketed 41% Higher in April and Why It's Likely Just Getting Started","Multiple analyst upgrades with $200 price targets, innovative XPO technology for AI data centers, strong Q1 earnings beat-and-raise, 93% buy ratings from analysts, and expected AI revenue to more than double. Stock up 56% year-over-year despite recent pullback.","AI data centers;networking hardware;XPO optics technology;analyst upgrades;AI infrastructure investment","False","False","False"
"19","HUM","0.22738739502074115","0.036852589641434265","274.9599914550781","0.1769036054611206","0.4309654235839844","0.4834872782230377","Finance_Insurance_RealEstate","HOSPITAL & MEDICAL SERVICE PLANS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"20","PSKY","0.22667381850066937","0.03884462151394422","11.09000015258789","0.0","0.04425609111785889","0.5092335939407349","Transportation_Utilities","TELEVISION BROADCASTING STATIONS","1","0","1","NEG","2026-05-06T12:18:52Z","1.4868981481481482","12.0","Barry Diller Says He'd Buy CNN 'Tonight' Before It Becomes 'Extinct' Amid Warner Bros-Paramount Deal: 'So Ripe For Innovation...'","As the acquiring entity in the merger with Warner Bros. Discovery, the company faces the same 'savage' integration challenges and cost-cutting pressures that Diller warned about.","CNN acquisition;Barry Diller;media consolidation;Warner Bros. Discovery;Paramount Skydance","False","False","False"
"21","HPE","0.226334496406262","0.04083665338645418","31.350000381469727","0.09730494022369385","0.25954198837280273","0.40350261330604553","Manufacturing","COMPUTER & OFFICE EQUIPMENT","1","1","0","POS","2026-05-05T08:00:00Z","2.6666666666666665","8.0","SPEC Releases the SPEC CPU 2026 Benchmark Suites to Address the Latest Advances in CPU, Memory, and Compiler Technology","Listed as a SPEC CPU committee member; updated benchmarks support their enterprise server and datacenter solutions","CPU benchmarks;performance evaluation;SPEC CPU 2026;processor architecture;compiler technology","False","False","False"
"22","TER","0.22606000718561742","0.04282868525896414","359.7699890136719","0.04154360294342041","-0.02233755588531494","1.0210617780685425","Manufacturing","INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"23","QCOM","0.2216082538991902","0.044820717131474105","219.08999633789062","0.23772668838500977","0.7108386754989624","0.7965465188026428","Manufacturing","RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT","8","6","0","STRONG-POS","2026-05-08T17:36:32Z","-0.7337037037037037","17.0","Nasdaq Tops 29,000 Records, Micron Soars 13%: Stock Market Today","Rallied 9.3% as part of semiconductor sector strength.","Nasdaq record high;semiconductor rally;jobs report;Micron Technology;tech sector leadership","False","False","False"
"24","GEV","0.2167136879390303","0.046812749003984064","1040.1500244140625","-0.021449685096740723","0.049257516860961914","0.6135203242301941","Manufacturing","ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP)","5","5","0","STRONG-POS","2026-05-07T13:14:00Z","0.4486111111111111","13.0","Here's Why Vertiv Shares Popped Higher in April","Strengthening demand for gas turbines to power AI data centers demonstrates broad-based growth across the AI infrastructure supply chain.","AI data centers;infrastructure;earnings beat;guidance raise;power and cooling solutions","False","True","False"
"25","POOL","0.21523736542205005","0.04880478087649402","187.77000427246094","-0.09764999151229858","-0.12628543376922607","0.43380656838417053","Wholesale","WHOLESALE-MISC DURABLE GOODS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"26","CHTR","0.20822402682614832","0.05079681274900399","154.86000061035156","-0.09828811883926392","-0.29229503870010376","1.084591031074524","Transportation_Utilities","CABLE & OTHER PAY TELEVISION SERVICES","1","0","1","NEG","2026-05-07T17:30:00Z","0.2708333333333333","17.0","Where Are Comcast and Charter's Internet Customers Going? Here.","Lost 117,000 residential broadband customers last quarter and over 1 million since 2023 peak. Internet service represents ~40% of revenue, making this customer migration particularly damaging. EBITDA declined due to broadband weakness.","broadband internet;fixed wireless access (FWA);5G networks;cord-cutting;customer churn","False","False","False"
"27","VRT","0.1891136804014334","0.052788844621513946","339.9700012207031","0.0355151891708374","0.15201115608215332","0.5526950359344482","Manufacturing","ELECTRONIC COMPONENTS, NEC","2","1","0","POS","2026-05-07T13:14:00Z","0.4486111111111111","13.0","Here's Why Vertiv Shares Popped Higher in April","Strong Q1 earnings beat with significant full-year guidance raises (net sales and adjusted operating profit), strategic Nvidia partnership for AI infrastructure, and robust demand outlook position the company for continued growth in the AI data center buildout.","AI data centers;infrastructure;earnings beat;guidance raise;power and cooling solutions","False","False","False"
"28","EPAM","0.18472660064488544","0.054780876494023904","99.2300033569336","-0.11662065982818604","-0.1897607445716858","0.3707908093929291","Services","SERVICES-COMPUTER PROGRAMMING SERVICES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"29","BF.B","0.1824717741542923","0.05677290836653386","27.68000030517578","0.0833660364151001","-0.06137669086456299","0.51663738489151","Manufacturing","BEVERAGES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"30","CSGP","0.1804981338519848","0.05876494023904383","32.77000045776367","-0.05616360902786255","-0.10169953107833862","0.433356910943985","Services","SERVICES-BUSINESS SERVICES, NEC","0","0","0","NO-NEWS","","","","","","","False","False","False"
"31","DDOG","0.17531508316531302","0.060756972111553786","200.16000366210938","0.424322247505188","0.8995919227600098","1.157232642173767","Services","SERVICES-PREPACKAGED SOFTWARE","3","2","0","POS","2026-05-08T10:21:00Z","-0.43125","10.0","Datadog Stock Surges 30% on Q1 Earnings Beat and Raised Guidance","Strong Q1 earnings beat with 32% revenue growth exceeding consensus by 500 bps, first billion-dollar quarter, net income more than doubling, raised guidance for Q2 and full year, FedRAMP High certification opening government business opportunities, and analyst price target revisi","earnings beat;guidance raise;revenue growth;agentic AI;SaaS","False","False","False"
"32","ERIE","0.17145426705585323","0.06274900398406374","215.89999389648438","0.004372835159301758","-0.1491960883140564","0.444750040769577","Finance_Insurance_RealEstate","INSURANCE AGENTS, BROKERS & SERVICE","0","0","0","NO-NEWS","","","","","","","False","False","False"
"33","EXPE","0.16935614962237894","0.0647410358565737","229.97999572753906","-0.08680117130279541","0.008286237716674805","0.5668173432350159","Transportation_Utilities","TRANSPORTATION SERVICES","3","2","1","POS","2026-05-08T17:36:32Z","-0.7337037037037037","17.0","Nasdaq Tops 29,000 Records, Micron Soars 13%: Stock Market Today","Fell 7% despite 56.8% EPS beat and revenue topping estimates, due to weak travel commentary.","Nasdaq record high;semiconductor rally;jobs report;Micron Technology;tech sector leadership","False","False","False"
"34","ORCL","0.16873825210416668","0.06673306772908366","195.9499969482422","0.14037132263183594","0.41900205612182617","0.6721680164337158","Services","SERVICES-PREPACKAGED SOFTWARE","13","7","2","POS","2026-05-08T09:30:00Z","-0.3958333333333333","9.0","Why Bloom Energy Stock Skyrocketed 109% in April","Expanded partnership with Bloom Energy to secure reliable power for AI and cloud infrastructure expansion, addressing critical power bottleneck for data center development. Demonstrates strategic commitment to scaling AI capabilities.","fuel cells;AI infrastructure;data centers;renewable energy;power solutions","False","False","False"
"35","AXON","0.16377823821925158","0.06872509960159362","403.5400085449219","0.0030573606491088867","0.16650283336639404","0.5839582681655884","Manufacturing","ORDNANCE & ACCESSORIES, (NO VEHICLES/GUIDED MISSILES)","1","0","0","NEUTRAL","2026-05-06T20:49:06Z","1.1325694444444445","20.0","Axon Shares Slip Despite Q1 Results Above Expectations","The company delivered strong financial results with earnings and revenue beats, exceptional growth in AI products (700%+) and Platform Solutions (95%), and raised full-year guidance. However, the stock declined 2.81% in after-hours trading despite these positive results, suggesti","Q1 earnings;revenue beat;AI products growth;Software & Services;fiscal 2026 guidance","False","False","False"
"36","FIX","0.16151541145848472","0.07071713147410359","1952.3699951171875","0.045714497566223145","0.22571635246276855","0.43744736909866333","Construction","ELECTRICAL WORK","0","0","0","NO-NEWS","","","","","","","False","False","False"
"37","LRCX","0.15708506547356174","0.07270916334661355","294.04998779296875","0.14541125297546387","0.11526203155517578","0.52800452709198","Manufacturing","SPECIAL INDUSTRY MACHINERY, NEC","1","1","0","POS","2026-05-05T12:21:00Z","2.4854166666666666","12.0","Why the VanEck Semiconductor ETF Rallied Over 30% in April","Beat analyst expectations and provided similarly bullish commentary for rest of year and into 2027 as semiconductor equipment supplier benefiting from strong chip demand.","semiconductor ETF;AI demand;earnings reports;agentic AI;chip manufacturing","False","False","False"
"38","NOW","0.15246322561220907","0.07470119521912351","91.18000030517578","0.0002193450927734375","0.09855425357818604","0.8518555760383606","Services","SERVICES-PREPACKAGED SOFTWARE","3","2","1","POS","2026-05-08T14:15:00Z","-0.59375","14.0","ServiceNow Had Problems Long Before Agentic AI. Here's Why.","The company faces structural headwinds including decelerating revenue growth (30% to 21%), eroding gross margins (80% to 75%), and an unprofitable Professional Services segment. While the AI obsolescence narrative may be overblown, these fundamental deteriorations indicate Servic","SaaS;agentic AI;revenue deceleration;margin erosion;professional services","False","False","False"
"39","WDC","0.15222746248467942","0.07669322709163347","480.0","0.11234712600708008","0.39766478538513184","0.43258875608444214","Manufacturing","COMPUTER STORAGE DEVICES","3","2","0","POS","2026-05-08T19:15:00Z","-0.8020833333333334","19.0","This Glorious Growth Stock Has Surged 170% in 2026. It Is Set to Skyrocket Higher","Strong Q3 2026 results with 45% revenue and 97% earnings growth, driven by severe HDD shortage in AI data centers. Company has pricing power, long-term customer contracts at higher prices, and favorable market conditions expected to persist through 2030. Analyst projections sugge","Western Digital;AI data centers;storage demand;HDD shortage;earnings growth","False","False","False"
"40","WST","0.15096720691028648","0.07868525896414343","325.9200134277344","0.08394312858581543","0.27039575576782227","0.5087143182754517","Manufacturing","SURGICAL & MEDICAL INSTRUMENTS & APPARATUS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"41","GNRC","0.14909281959281132","0.08067729083665338","269.4100036621094","0.03882932662963867","0.3013089895248413","0.6332558393478394","Manufacturing","MOTORS & GENERATORS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"42","AOS","0.14836828178009073","0.08266932270916334","58.599998474121094","-0.02899754047393799","-0.11104369163513184","0.32886001467704773","Manufacturing","HOUSEHOLD APPLIANCES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"43","PNR","0.14289732367268823","0.0846613545816733","76.81999969482422","-0.028824269771575928","-0.1484314203262329","0.4431122839450836","Manufacturing","SPECIAL INDUSTRY MACHINERY (NO METALWORKING MACHINERY)","1","1","0","POS","2026-05-06T20:21:00Z","1.1520833333333333","20.0","Profit From Water With These Dividend Stocks","Strong performance with 5% revenue growth beating estimates, 9% YoY EPS growth beating consensus, and management guidance of 10% long-term EPS growth driven by organic growth and acquisitions. Positive momentum in water technology and infrastructure markets.","water stocks;dividend stocks;dividend yield;water solutions;essential commodities","False","False","False"
"44","COIN","0.14148845652416905","0.08665338645418327","201.16000366210938","0.05181705951690674","0.19845092296600342","0.6524490714073181","Finance_Insurance_RealEstate","FINANCE SERVICES","10","7","3","POS","2026-05-08T14:00:00Z","-0.5833333333333334","14.0","SaintQuant Launches Free AI Trading Bot Platform with Cash Bonus as AI Agents Begin Outpacing Human Traders","Q1 2026 results show significant deterioration: $394 million net loss, 31% revenue decline year-over-year, and 48% collapse in global crypto trading volumes. Article uses Coinbase as a cautionary example of passive business model vulnerability.","AI trading bot;quantitative trading;automated investing;agentic investing;crypto trading","False","False","False"
"45","BSX","0.13980531520841155","0.08864541832669323","53.93000030517578","-0.04548674821853638","-0.12720507383346558","0.521102786064148","Manufacturing","SURGICAL & MEDICAL INSTRUMENTS & APPARATUS","1","0","1","NEG","2026-05-03T22:00:00Z","4.083333333333333","22.0","BSX DEADLINE: ROSEN, GLOBAL INVESTOR COUNSEL, Encourages Boston Scientific Corporation Investors to Secure Counsel Before Important May 4 Deadline in Securities","Company is accused of making materially false and misleading statements about its U.S. Electrophysiology segment's growth sustainability while concealing adverse facts, resulting in investor losses from missed earnings and weak guidance.","securities class action;Boston Scientific;Camping World Holdings;ADMA Biologics;investor lawsuit","False","False","False"
"46","CF","0.13675780528037026","0.09063745019920319","115.0199966430664","-0.06251531839370728","-0.051928818225860596","0.5782197117805481","Manufacturing","AGRICULTURAL CHEMICALS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"47","ON","0.13586717274920426","0.09262948207171315","103.19999694824219","0.0016499757766723633","0.5032774209976196","0.6034833192825317","Manufacturing","SEMICONDUCTORS & RELATED DEVICES","5","2","2","NEUTRAL","2026-05-05T15:33:00Z","2.3520833333333333","15.0","onsemi Stock Dips After Earnings: Why the Dip Is Buyable","Strong earnings beat with 4.1% revenue growth (first in 2+ years), exceptional data center growth (30% sequential, 100%+ YoY), margin expansion, better-than-expected guidance with 50 bps sequential improvement, and aggressive share buybacks signaling management confidence. The po","semiconductor;earnings;data center;AI demand;industrial chips","False","False","False"
"48","NXPI","0.12477538083011099","0.0946215139442231","294.75","-0.0016596317291259766","0.44223713874816895","0.9685132503509521","Manufacturing","SEMICONDUCTORS & RELATED DEVICES","2","2","0","POS","2026-05-05T01:15:45Z","2.947395833333333","1.0","How NXP Semiconductors Stock Soared 49% Last Month","Company beat analyst estimates on revenue ($3.18B vs $3.15B expected) and earnings ($3.05 vs $2.98 expected). Q2 guidance significantly exceeded consensus ($3.45B vs $3.27B). Strong growth in AI data center market, new product launches, and strategic positioning in power/cooling/","NXP Semiconductors;semiconductor earnings;AI data center;stock surge;power and cooling solutions","False","False","False"
"49","COR","0.12380973949116443","0.09661354581673307","261.0799865722656","-0.1411842703819275","-0.18621039390563965","0.6533167362213135","Wholesale","WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"50","UHS","0.12227186072173335","0.09860557768924302","169.9600067138672","0.01772463321685791","-0.05985170602798462","0.43502798676490784","Services","SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC","0","0","0","NO-NEWS","","","","","","","False","False","False"
"51","AVGO","0.1220560927878902","0.10059760956175298","430.0","0.02069878578186035","0.15731394290924072","0.3895076513290405","Manufacturing","SEMICONDUCTORS & RELATED DEVICES","29","17","2","POS","2026-05-08T16:35:00Z","-0.6909722222222222","16.0","Meet the Super Semiconductor Stock Obliterating Nvidia, AMD, and Broadcom Right Now","Broadcom is grouped with other major chipmakers that have underperformed in 2026 due to valuation concerns rather than fundamental deterioration. No specific analysis or outlook is provided.","semiconductor testing equipment;AI boom;data center testing;EV testing;backlog growth","False","False","False"
"52","XYZ","0.12199542626291576","0.10258964143426295","74.8499984741211","0.04233396053314209","0.2033761739730835","0.40984705090522766","Services","SERVICES-PREPACKAGED SOFTWARE","3","3","0","STRONG-POS","2026-05-07T21:47:37Z","0.09193287037037037","21.0","Block Shares Climb After Q1 Report — Here's Why","Block significantly beat EPS expectations (25% above consensus), raised full-year guidance with strong projected growth rates (19% gross profit growth, 62% EPS growth), and demonstrated accelerating gross profit growth across most segments (27% overall, 38% in Cash App, 55% in Fi","Q1 earnings;earnings beat;guidance raise;gross profit growth;AI integration","False","False","False"
"53","HOOD","0.1174828999044311","0.10458167330677291","77.02999877929688","0.04575073719024658","0.11331117153167725","0.845072329044342","Finance_Insurance_RealEstate","SECURITY BROKERS, DEALERS & FLOTATION COMPANIES","5","1","2","NEG","2026-05-07T19:13:56Z","0.1986574074074074","19.0","Nancy Pelosi's Databricks Bet Is Up 302% — Now 150,000 Robinhood Investors Want The Same Pre‑IPO Upside","Successfully launched Venture Fund I with over 150,000 retail investor participants, democratizing access to pre-IPO investments. Strong demand indicates successful product expansion and customer engagement.","Databricks;pre-IPO investments;Robinhood Venture Fund;retail investors;private markets","False","False","False"
"54","NRG","0.11705697316646557","0.10657370517928287","138.11000061035156","-0.09949791431427002","-0.1582251787185669","0.5157362222671509","Transportation_Utilities","ELECTRIC SERVICES","1","0","1","NEG","2026-05-06T16:46:38Z","1.3009490740740741","16.0","What Hurt NRG's Quarterly Earnings Despite Higher Revenue, Asset Contributions","Adjusted EPS of $1.48 missed analyst estimates of $1.77, adjusted net income and EBITDA declined year-over-year, operating and free cash flow turned negative, and total liquidity decreased significantly. While revenue grew and guidance was reaffirmed, the earnings miss and operat","Q1 earnings;adjusted EPS miss;hedge losses;Texas weather;revenue growth","False","False","False"
"55","PODD","0.1167105443511838","0.10856573705179283","154.16000366210938","-0.11928695440292358","-0.21718370914459229","0.7188014984130859","Manufacturing","SURGICAL & MEDICAL INSTRUMENTS & APPARATUS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"56","TPL","0.11645315515573287","0.11055776892430279","394.20001220703125","-0.09090906381607056","-0.03846621513366699","0.2922031581401825","Finance_Insurance_RealEstate","OIL ROYALTY TRADERS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"57","SYK","0.10796428338704803","0.11254980079681275","285.4700012207031","-0.03141862154006958","-0.15827804803848267","0.31890439987182617","Manufacturing","SURGICAL & MEDICAL INSTRUMENTS & APPARATUS","4","3","0","STRONG-POS","2026-05-08T13:53:00Z","-0.5784722222222223","13.0","Computer Vision in Healthcare Market Report 2026: Revenue Expected to Surpass $33.4 Billion by 2036","Major player in the computer vision healthcare market with exposure to growing surgical assistance and robotics applications.","computer vision;healthcare market;artificial intelligence;medical imaging;diagnostic systems","False","False","False"
"58","APH","0.10622734223786268","0.1145418326693227","128.02999877929688","-0.10028111934661865","-0.09037303924560547","0.39250433444976807","Manufacturing","ELECTRONIC CONNECTORS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"59","IR","0.10579715296887073","0.11653386454183266","75.75","-0.028721630573272705","-0.11278986930847168","0.4111529290676117","Manufacturing","GENERAL INDUSTRIAL MACHINERY & EQUIPMENT","0","0","0","NO-NEWS","","","","","","","False","False","False"
"60","TTD","0.09682592167737589","0.11852589641434264","23.079999923706055","-0.04785478115081787","0.14883029460906982","0.5870787501335144","Services","SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","4","0","4","STRONG-NEG","2026-05-08T15:33:06Z","-0.6479861111111112","15.0","Why The Trade Desk Stock Fell 11.7% Friday Morning","Stock fell 11.7% despite beating revenue expectations due to earnings miss ($0.29 vs $0.32 expected), reduced Q2 EBITDA guidance ($260M vs $270M YoY), and ongoing concerns about the Publicis relationship which represents billions in historical revenue.","earnings miss;revenue beat;digital advertising;platform spending;Publicis conflict","False","False","False"
"61","LYB","0.09299277143959378","0.1205179282868526","71.76000213623047","-0.04307234287261963","-0.026587069034576416","0.5910768508911133","Manufacturing","INDUSTRIAL ORGANIC CHEMICALS","0","0","0","NO-NEWS","","","","","","","False","False","False"
